left_company,department,job_level,salary,weekly_hours,business_travel,yrs_at_company,yrs_since_promotion,previous_companies,job_satisfaction,performance_rating,marital_status,miles_from_home
No,Research,Senior Manager,93810.04202723612,53,None,5,0,2,Very High,Meets Expectations,Divorced,1
No,Research,Senior Manager,89414.36969927538,47,Rarely,7,6,2,Medium,Meets Expectations,Divorced,22
No,Product Development,Senior Manager,86989.92360792751,49,Rarely,8,7,2,Low,Exceptional,Divorced,7
No,Sales,Director,124340.85066316846,53,Frequently,6,1,2,Medium,Exceeds Expectations,Divorced,1
No,Product Development,Senior Manager,93634.97968947016,45,Rarely,10,1,2,Medium,Exceeds Expectations,Divorced,4
No,Research,Senior Manager,82867.8349426992,49,Rarely,5,1,2,High,Meets Expectations,Married,3
No,IT and Analytics,Manager,87331.19329558346,50,Rarely,20,11,3,High,Not Effective,Married,1
No,Product Development,Senior Manager,93770.24749844371,46,Frequently,10,0,1,Very High,Exceeds Expectations,Single,2
No,Research,Vice President,174888.43498550155,52,Rarely,10,0,1,Very High,Exceeds Expectations,Married,20
No,Product Development,Manager,80100.64615634712,49,Frequently,5,3,6,Low,Exceptional,Married,11
No,Research,Senior Manager,86365.56750563896,45,Rarely,17,5,3,Very High,Meets Expectations,Single,1
Yes,Product Development,Manager,74262.98749142635,55,Frequently,1,0,6,High,Exceeds Expectations,Divorced,24
No,Marketing,Senior Manager,85956.73470836776,48,Rarely,2,1,2,Very High,Exceeds Expectations,Divorced,23
Yes,Marketing,Associate,38541.749630399114,59,Rarely,3,0,4,Medium,Minimally Effective,Divorced,16
No,Research,Senior Manager,78291.45622229806,48,Rarely,5,0,3,Very High,Meets Expectations,Single,8
No,Research,Director,112903.74506049637,44,Frequently,3,1,2,Low,Exceeds Expectations,Single,10
No,Sales,Director,126669.54925625418,51,Rarely,8,7,2,Medium,Exceptional,Single,3
No,IT and Analytics,Director,121628.74079217487,48,Frequently,2,2,5,Medium,Meets Expectations,Divorced,5
Yes,Sales,Manager,72727.71709581873,58,Rarely,8,7,6,Very High,Not Effective,Single,4
No,Product Development,Director,108868.56928415151,51,Frequently,4,1,1,Very High,Meets Expectations,Married,9
No,IT and Analytics,Senior Manager,91526.35352658412,47,Frequently,20,4,2,Medium,Exceptional,Married,26
Yes,Finance and Operations,Associate,44663.367550499584,63,Rarely,0,0,7,High,Meets Expectations,Single,3
No,Research,Senior Manager,95146.85017584707,50,Rarely,11,6,2,Medium,Minimally Effective,Married,16
No,Research,Associate,35669.012732888594,46,Frequently,1,0,3,Very High,Meets Expectations,Married,18
No,IT and Analytics,Manager,66590.27901296545,53,Rarely,4,1,7,Medium,Meets Expectations,Divorced,2
No,IT and Analytics,Director,114380.95900935763,47,Rarely,22,0,2,Medium,Meets Expectations,Single,2
No,Product Development,Director,125489.96228440976,48,Rarely,0,0,3,High,Exceeds Expectations,Single,10
No,Research,Senior Manager,82474.37637321773,49,Rarely,8,0,4,Low,Exceeds Expectations,Single,16
No,Marketing,Director,123467.32785040986,45,Rarely,8,7,3,Very High,Exceptional,Married,7
No,IT and Analytics,Associate,38601.617755832674,52,Rarely,18,3,1,Very High,Meets Expectations,Divorced,1
No,Finance and Operations,Senior Manager,82561.01250290949,48,None,9,0,5,Medium,Meets Expectations,Married,24
No,Product Development,Manager,80228.56120812068,49,Rarely,13,4,2,High,Exceeds Expectations,Married,7
No,Research,Senior Manager,82725.60210336598,52,Rarely,10,0,3,Medium,Exceeds Expectations,Married,25
No,Research,Vice President,183516.59511223668,49,None,5,1,5,High,Exceptional,Divorced,1
No,IT and Analytics,Senior Manager,96703.34740723456,49,Rarely,5,0,3,Very High,Exceptional,Married,5
No,Marketing,Director,119933.18946229664,52,Rarely,2,1,3,Low,Not Effective,Married,2
No,Research,Director,122928.3585816566,54,Frequently,24,9,6,Low,Meets Expectations,Divorced,7
No,IT and Analytics,Senior Manager,88127.58027989476,48,Rarely,2,2,3,Very High,Minimally Effective,Divorced,2
No,IT and Analytics,Senior Manager,96212.17589570476,48,Frequently,10,8,3,Medium,Exceptional,Married,5
No,Marketing,Manager,78763.40363725291,51,Rarely,21,11,2,Low,Exceeds Expectations,Married,10
No,Product Development,Senior Manager,93365.34465103001,47,Frequently,8,1,6,Very High,Exceptional,Single,10
No,Research,Manager,78547.0274979519,49,Rarely,7,0,1,High,Exceptional,Single,1
Yes,Sales,Manager,73148.36386021398,62,Rarely,8,7,5,Medium,Exceeds Expectations,Married,8
No,Research,Manager,68660.27789701534,53,Rarely,4,1,1,Medium,Meets Expectations,Single,5
No,IT and Analytics,Manager,78375.93150427297,44,Rarely,13,11,3,Medium,Exceeds Expectations,Married,8
No,IT and Analytics,Vice President,185893.34088094937,42,Rarely,5,0,2,High,Exceptional,Single,2
No,Sales,Director,122744.98812308085,49,Rarely,7,1,3,Very High,Exceptional,Divorced,7
No,Marketing,Senior Manager,84532.6383769196,50,Rarely,7,0,3,Very High,Exceptional,Single,2
Yes,IT and Analytics,Manager,66759.02309940069,60,Rarely,3,2,6,Very High,Minimally Effective,Married,2
No,IT and Analytics,Associate,39303.518517251694,42,Rarely,10,1,3,Very High,Exceptional,Married,28
No,Marketing,Manager,85143.37274250275,45,Frequently,10,8,3,High,Exceptional,Married,7
No,IT and Analytics,Vice President,171085.87433894142,48,Frequently,21,13,3,Very High,Meets Expectations,Married,7
Yes,IT and Analytics,Director,109451.41854117316,55,Rarely,1,0,3,High,Meets Expectations,Married,3
No,Finance and Operations,Director,116724.00591864692,51,Frequently,7,0,2,Very High,Exceeds Expectations,Single,10
No,Research,Manager,69833.68810333459,45,Rarely,3,1,1,High,Meets Expectations,Married,5
No,Sales,Associate,43149.48285358802,58,Frequently,9,0,3,High,Exceptional,Divorced,10
No,IT and Analytics,Director,128437.28701418173,54,None,5,1,3,Medium,Exceeds Expectations,Married,1
No,Product Development,Senior Manager,84845.3044051993,44,Frequently,4,0,2,High,Meets Expectations,Single,20
No,Product Development,Senior Manager,92140.37199503212,46,Rarely,1,0,2,Low,Exceeds Expectations,Married,7
No,Sales,Manager,68412.27698293616,53,Rarely,10,9,3,Very High,Exceeds Expectations,Married,8
No,Sales,Director,118684.62627033882,51,Rarely,4,0,3,Very High,Exceeds Expectations,Married,1
Yes,Marketing,Manager,73846.38801242907,61,Rarely,7,0,4,Low,Minimally Effective,Married,8
No,IT and Analytics,Manager,60879.54350853014,48,Rarely,3,2,2,Very High,Exceeds Expectations,Single,9
No,IT and Analytics,Senior Manager,93728.48638548085,53,Rarely,10,1,2,High,Minimally Effective,Divorced,5
No,Product Development,Senior Manager,86220.6429381327,48,Rarely,8,0,1,Medium,Meets Expectations,Married,8
No,IT and Analytics,Vice President,179146.04630771035,51,Rarely,6,0,3,Very High,Exceptional,Divorced,5
No,IT and Analytics,Manager,68007.77452021957,46,Rarely,11,2,3,Very High,Exceeds Expectations,Divorced,15
No,Marketing,Director,125967.63751250562,49,Rarely,11,4,3,Very High,Meets Expectations,Single,7
No,Product Development,Associate,36296.55819831768,46,Rarely,7,1,3,Medium,Exceeds Expectations,Divorced,10
No,IT and Analytics,Senior Manager,82929.32278935115,50,Rarely,16,0,5,Medium,Exceptional,Single,5
No,Marketing,Senior Manager,93891.16066681739,50,Rarely,4,0,3,Very High,Meets Expectations,Divorced,26
No,Product Development,Manager,64454.95240623737,44,Rarely,5,1,3,Medium,Meets Expectations,Single,6
No,IT and Analytics,Senior Manager,92745.226755907,44,Frequently,0,0,2,High,Exceeds Expectations,Single,4
No,Sales,Director,111718.44935376526,53,Rarely,1,0,3,Very High,Exceptional,Single,23
No,IT and Analytics,Vice President,177485.8799698317,50,None,4,0,2,High,Exceptional,Married,2
No,Research,Director,132176.53486328406,47,Rarely,3,1,2,High,Exceptional,Divorced,2
No,Research,Senior Manager,80502.91304834797,50,Rarely,8,0,7,Medium,Meets Expectations,Married,2
No,Sales,Director,115793.55462239165,50,Rarely,0,0,4,High,Meets Expectations,Married,29
No,Marketing,Manager,82498.1727834562,53,Rarely,7,6,2,Low,Meets Expectations,Divorced,6
No,IT and Analytics,Director,124888.96443063294,53,None,2,2,3,High,Exceeds Expectations,Married,25
No,Sales,Senior Manager,92139.38794286182,45,Rarely,8,7,2,High,Exceeds Expectations,Married,1
No,IT and Analytics,Associate,36960.02337181989,51,Rarely,1,0,2,Very High,Exceeds Expectations,Single,2
Yes,IT and Analytics,Vice President,167621.7767614936,58,Frequently,3,1,4,Medium,Meets Expectations,Single,1
No,Research,Manager,67005.29513947791,50,None,1,0,3,Very High,Exceptional,Single,1
No,Marketing,Senior Manager,79101.57923455983,46,Frequently,13,1,3,Very High,Meets Expectations,Married,3
No,Research,Senior Manager,100371.49156490155,45,Rarely,3,1,3,High,Exceeds Expectations,Married,1
No,Sales,Manager,75760.3106203502,44,Rarely,7,1,1,High,Exceptional,Married,10
No,Sales,Manager,50335.653339641976,46,None,3,2,7,Very High,Exceeds Expectations,Single,9
Yes,Sales,Associate,37443.107998044674,60,Rarely,1,0,4,High,Meets Expectations,Single,5
No,Sales,Director,123525.2424011134,47,Rarely,5,0,5,Low,Exceeds Expectations,Married,10
No,Marketing,Vice President,181043.34037064822,51,None,1,0,2,High,Meets Expectations,Married,7
Yes,Sales,Senior Manager,93471.75702292036,61,Frequently,8,7,7,Medium,Minimally Effective,Single,4
No,Marketing,Senior Manager,85606.00217596082,47,Rarely,4,1,7,Very High,Exceptional,Single,10
Yes,Finance and Operations,Manager,77383.40023575816,55,Rarely,6,1,3,High,Meets Expectations,Married,22
No,IT and Analytics,Manager,55508.6727216423,49,Rarely,2,2,3,Medium,Exceptional,Single,9
Yes,Finance and Operations,Vice President,205266.8986254481,66,Rarely,1,0,6,Medium,Meets Expectations,Single,12
No,IT and Analytics,Senior Manager,93285.112997637,51,Rarely,3,1,6,Very High,Exceptional,Single,23
No,Product Development,Manager,66035.62771100966,46,Rarely,1,0,5,Medium,Meets Expectations,Single,9
No,Marketing,Manager,59453.533051796534,41,Rarely,5,0,3,Medium,Exceptional,Divorced,1
No,Research,Senior Manager,94094.56545231219,47,Rarely,7,0,3,Very High,Exceeds Expectations,Single,9
No,Research,Vice President,188960.23574685334,48,Rarely,5,0,2,High,Exceeds Expectations,Single,7
No,Research,Manager,62995.134012541625,51,Rarely,7,0,6,Very High,Meets Expectations,Married,14
No,Product Development,Director,129021.60605322558,48,Rarely,2,2,3,High,Exceeds Expectations,Married,2
Yes,IT and Analytics,Manager,63708.85015994137,59,None,5,0,3,Very High,Minimally Effective,Single,19
No,Research,Senior Manager,94449.37896607417,51,Rarely,5,1,5,Very High,Meets Expectations,Single,2
No,Research,Director,119657.43708330403,49,Rarely,5,0,2,High,Exceeds Expectations,Divorced,10
No,Research,Senior Manager,75834.88375597468,43,Rarely,1,0,5,Medium,Meets Expectations,Married,2
Yes,Finance and Operations,Senior Manager,92324.56284881338,55,Frequently,6,0,4,Low,Meets Expectations,Single,3
No,Product Development,Manager,75146.45692642801,46,Rarely,2,1,2,Medium,Meets Expectations,Married,11
No,IT and Analytics,Manager,70370.65469445747,50,Rarely,10,9,2,High,Exceeds Expectations,Married,2
Yes,Product Development,Associate,40116.56686295577,58,Frequently,1,0,4,Very High,Minimally Effective,Single,4
No,IT and Analytics,Senior Manager,92527.85595080016,49,Rarely,18,12,2,Low,Exceeds Expectations,Divorced,14
No,Research,Manager,72848.03783915081,55,Rarely,5,1,3,Medium,Exceptional,Divorced,2
No,Finance and Operations,Manager,73149.98770963674,43,Rarely,5,1,3,Low,Meets Expectations,Divorced,1
No,Sales,Associate,41798.67890511746,48,Rarely,1,0,2,Medium,Exceptional,Single,10
No,Sales,Senior Manager,85998.85407936561,50,Rarely,25,3,3,Medium,Exceeds Expectations,Divorced,12
No,IT and Analytics,Manager,60593.24257119608,51,Rarely,1,0,1,High,Exceeds Expectations,Married,2
No,Product Development,Director,129812.40497937796,48,Rarely,4,1,2,Low,Exceptional,Married,5
No,Product Development,Director,122014.24545610664,48,None,3,1,3,High,Exceeds Expectations,Married,4
No,Finance and Operations,Manager,67662.6799820611,48,Rarely,13,3,2,Low,Meets Expectations,Married,7
No,Sales,Director,117910.25516877008,50,Frequently,3,1,3,Very High,Exceeds Expectations,Married,21
No,Research,Senior Manager,88345.24149593558,46,Rarely,5,0,3,High,Exceeds Expectations,Divorced,8
No,Research,Senior Manager,99526.02543861791,46,Rarely,5,1,2,Very High,Meets Expectations,Single,4
No,Research,Vice President,171433.86501377457,45,None,13,10,4,High,Exceeds Expectations,Married,25
No,Marketing,Director,123340.21655039012,47,Rarely,4,3,3,Low,Exceeds Expectations,Married,1
No,IT and Analytics,Director,125277.63848501882,51,Frequently,21,1,2,High,Meets Expectations,Divorced,1
No,Marketing,Manager,73879.39776757572,50,Frequently,7,7,2,Low,Exceptional,Married,6
No,Research,Manager,69548.43471336254,46,Rarely,5,4,2,High,Exceeds Expectations,Single,12
No,Product Development,Vice President,195345.34739586117,45,Rarely,10,0,4,Low,Meets Expectations,Married,1
No,IT and Analytics,Senior Manager,84934.64668873811,48,Rarely,10,1,1,Low,Exceeds Expectations,Divorced,17
Yes,Marketing,Associate,44124.2080274217,58,Rarely,2,0,5,Low,Meets Expectations,Married,3
No,Research,Senior Manager,93105.45200063239,47,Rarely,5,0,2,High,Exceeds Expectations,Married,3
No,Marketing,Senior Manager,86021.96739590772,47,Rarely,2,0,3,Very High,Exceeds Expectations,Married,10
No,IT and Analytics,Associate,37036.48897805845,51,Rarely,5,1,6,Very High,Exceeds Expectations,Married,4
No,Marketing,Senior Manager,92953.63961498698,47,Frequently,5,0,3,High,Minimally Effective,Divorced,29
No,Research,Director,121936.91937533283,46,Rarely,5,0,3,Very High,Meets Expectations,Single,2
No,Research,Manager,70500.47805895719,53,Rarely,29,11,3,Low,Exceeds Expectations,Married,7
No,Product Development,Vice President,186310.06269143926,45,Rarely,10,0,3,High,Exceptional,Divorced,18
No,IT and Analytics,Director,108057.28390432744,50,Frequently,6,0,3,Very High,Exceeds Expectations,Married,28
Yes,Finance and Operations,Senior Manager,83054.79795116124,60,Rarely,5,1,6,Medium,Meets Expectations,Single,1
Yes,Product Development,Manager,70122.98201460329,59,Frequently,2,1,6,High,Minimally Effective,Divorced,6
No,Sales,Senior Manager,93295.87561869923,48,Frequently,1,0,7,Very High,Exceeds Expectations,Married,2
No,Sales,Senior Manager,79926.7203100091,48,Rarely,20,1,3,High,Exceeds Expectations,Married,2
No,Marketing,Manager,67127.79928897123,50,Rarely,3,0,3,Very High,Exceeds Expectations,Divorced,23
No,IT and Analytics,Vice President,167435.57659234668,49,None,5,1,3,Very High,Meets Expectations,Married,3
No,Research,Manager,72789.77417061586,50,Rarely,10,0,1,High,Exceptional,Married,3
Yes,Product Development,Director,114520.8553682725,62,Rarely,2,1,4,Medium,Minimally Effective,Married,25
Yes,Sales,Vice President,192393.9741541666,58,Rarely,1,0,5,Very High,Meets Expectations,Single,2
No,Sales,Director,123562.3709534073,45,None,9,7,3,Low,Exceeds Expectations,Married,22
No,Research,Vice President,202111.1670893178,53,Rarely,1,0,4,Very High,Exceeds Expectations,Divorced,29
No,IT and Analytics,Manager,67752.27490850564,48,Rarely,27,15,6,High,Meets Expectations,Married,29
No,Marketing,Manager,61219.748879452556,48,None,11,6,3,Very High,Meets Expectations,Single,2
No,Research,Director,105967.4024681292,47,Frequently,18,13,3,Low,Meets Expectations,Married,28
No,IT and Analytics,Senior Manager,85550.43673340694,54,Rarely,5,0,3,Very High,Meets Expectations,Divorced,2
No,IT and Analytics,Director,109392.5219675491,54,Rarely,3,0,3,High,Meets Expectations,Married,2
No,Marketing,Associate,34741.91798465462,46,Rarely,5,4,2,High,Meets Expectations,Single,22
No,Research,Senior Manager,79851.47352692878,42,Rarely,1,0,3,High,Exceptional,Single,8
No,Research,Senior Manager,92128.40362994402,47,Rarely,7,5,3,High,Exceeds Expectations,Divorced,2
No,Research,Senior Manager,92289.57463156195,49,Rarely,3,1,2,Very High,Exceptional,Married,10
No,IT and Analytics,Senior Manager,86184.85429195405,49,Rarely,13,0,3,Medium,Meets Expectations,Divorced,9
Yes,Sales,Manager,75975.5909429425,56,Rarely,7,7,3,High,Meets Expectations,Married,15
Yes,Sales,Manager,77632.02216116372,64,Rarely,4,1,1,Very High,Not Effective,Divorced,10
No,Sales,Senior Manager,97533.08572249064,46,Rarely,3,1,3,Medium,Exceptional,Single,7
No,Research,Director,114980.9102132892,46,Rarely,8,0,3,High,Exceptional,Married,16
Yes,Sales,Manager,74324.68460127394,62,Frequently,1,0,6,High,Exceeds Expectations,Married,20
Yes,Sales,Director,118948.94682920878,64,Frequently,3,0,3,Low,Meets Expectations,Divorced,23
No,Research,Manager,73715.23260631094,47,Frequently,2,2,5,High,Meets Expectations,Married,5
No,Marketing,Director,118700.5409096959,47,None,10,9,3,Very High,Exceeds Expectations,Single,10
Yes,Research,Manager,71421.1845482078,57,Frequently,2,1,3,High,Minimally Effective,Single,4
No,IT and Analytics,Senior Manager,90637.58995478161,46,Rarely,9,6,3,Very High,Exceeds Expectations,Married,2
No,Product Development,Senior Manager,93958.37636580561,45,Rarely,10,7,1,Medium,Exceeds Expectations,Single,18
No,IT and Analytics,Senior Manager,94534.69783334363,45,None,14,1,3,Very High,Exceeds Expectations,Single,10
No,IT and Analytics,Director,115408.59885463923,51,Rarely,11,6,6,High,Minimally Effective,Married,1
No,Marketing,Senior Manager,97943.3051756678,50,Rarely,20,5,2,High,Exceeds Expectations,Single,6
No,Sales,Manager,76349.44444042693,50,Frequently,8,0,5,High,Meets Expectations,Married,8
No,Sales,Associate,38184.89507766973,45,Rarely,6,0,3,Very High,Exceeds Expectations,Single,2
No,Research,Manager,60286.83833511471,50,Rarely,10,5,3,Low,Meets Expectations,Married,24
No,Product Development,Manager,64367.58173650114,49,Rarely,8,3,3,Medium,Meets Expectations,Married,2
Yes,Sales,Manager,77295.94146036901,59,Frequently,7,1,4,High,Meets Expectations,Divorced,17
No,Research,Manager,63745.971496477556,49,Rarely,3,1,7,Very High,Exceeds Expectations,Divorced,19
No,IT and Analytics,Associate,48280.43755993232,48,Rarely,6,0,3,High,Meets Expectations,Divorced,1
No,Research,Manager,69766.06611245235,48,Rarely,5,0,1,Very High,Exceptional,Divorced,7
Yes,Sales,Manager,64353.97594129072,60,Frequently,0,0,5,Medium,Meets Expectations,Single,5
No,Product Development,Director,123916.59298340559,47,None,1,0,7,Low,Exceptional,Divorced,28
No,Product Development,Senior Manager,89676.00765208412,45,None,8,0,3,High,Exceeds Expectations,Single,2
No,Marketing,Senior Manager,87437.78665566236,42,Rarely,0,0,2,High,Exceptional,Divorced,29
No,Research,Vice President,197333.13063686088,47,Rarely,5,0,3,High,Exceptional,Single,1
No,Research,Director,125890.67540229023,47,Rarely,10,5,6,Very High,Meets Expectations,Single,21
Yes,Sales,Director,125695.80557249852,55,Rarely,1,0,6,Very High,Minimally Effective,Single,24
No,Marketing,Manager,66995.03600223415,50,Rarely,6,1,3,Very High,Minimally Effective,Single,1
No,Product Development,Senior Manager,80618.50279746308,52,Frequently,2,1,3,High,Exceeds Expectations,Married,18
No,Research,Manager,70601.52471113061,44,Rarely,18,11,3,Low,Meets Expectations,Married,2
No,IT and Analytics,Director,124606.34005142456,44,None,9,7,1,Medium,Meets Expectations,Divorced,9
No,IT and Analytics,Director,113958.50134694399,48,Rarely,10,6,3,Low,Exceeds Expectations,Divorced,6
Yes,IT and Analytics,Manager,50463.46434706419,64,None,4,1,5,High,Meets Expectations,Married,11
No,Marketing,Director,122639.96298723415,53,Frequently,2,2,7,Very High,Meets Expectations,Married,24
No,Research,Senior Manager,77607.37536572815,48,Rarely,1,0,7,High,Exceeds Expectations,Married,10
No,Research,Director,120496.39555010702,46,Rarely,6,4,3,Medium,Meets Expectations,Married,1
No,Sales,Senior Manager,90660.73813796896,53,Rarely,31,0,3,High,Meets Expectations,Divorced,18
No,IT and Analytics,Vice President,200731.919838704,47,Rarely,6,1,1,Very High,Exceptional,Married,23
No,Marketing,Director,110939.93951225068,46,Rarely,5,1,3,Medium,Exceptional,Married,28
No,Research,Manager,61524.54222275549,46,Rarely,1,0,3,Medium,Meets Expectations,Married,17
No,Marketing,Manager,73620.54595428401,50,Frequently,32,10,3,Medium,Exceeds Expectations,Married,3
No,Research,Senior Manager,91205.3205532075,48,Rarely,7,0,5,High,Exceeds Expectations,Married,13
Yes,Product Development,Senior Manager,87421.73853046713,58,Frequently,6,1,3,High,Minimally Effective,Married,7
Yes,Finance and Operations,Associate,38180.82741513745,57,Frequently,1,0,1,Low,Exceptional,Married,12
No,Research,Senior Manager,90588.47182687717,46,Rarely,6,1,3,Very High,Exceptional,Married,1
Yes,Research,Senior Manager,88555.41601904179,57,Rarely,3,1,3,Low,Minimally Effective,Divorced,13
No,Finance and Operations,Director,123652.73249479178,48,Rarely,3,0,2,Very High,Meets Expectations,Single,25
No,Marketing,Director,112763.53049994356,49,Rarely,7,5,2,Very High,Exceeds Expectations,Divorced,6
No,Marketing,Director,121154.0522337492,51,Rarely,5,0,2,High,Exceeds Expectations,Divorced,6
No,IT and Analytics,Associate,34484.247658942215,48,Rarely,3,1,3,High,Exceeds Expectations,Married,2
No,Research,Director,124953.21977771726,49,Rarely,1,0,3,Medium,Meets Expectations,Single,1
No,Sales,Senior Manager,93011.73953802008,51,Rarely,10,2,3,Very High,Exceeds Expectations,Married,2
No,Sales,Senior Manager,82523.64394773972,52,Rarely,1,0,2,Very High,Exceptional,Divorced,6
No,Research,Director,115994.79523772329,48,Rarely,0,0,3,Low,Meets Expectations,Single,1
No,Research,Manager,69337.25025322598,50,Frequently,8,4,5,High,Exceptional,Divorced,9
No,Research,Manager,73047.07757548915,45,Rarely,3,0,1,Low,Meets Expectations,Married,1
No,Marketing,Senior Manager,83758.98279965651,53,Rarely,2,0,1,High,Exceptional,Single,1
No,Finance and Operations,Vice President,184025.26517159858,46,Rarely,8,0,4,High,Exceptional,Divorced,14
Yes,Finance and Operations,Manager,83236.01520051643,58,Rarely,4,0,3,Low,Minimally Effective,Divorced,2
No,IT and Analytics,Senior Manager,90542.95426737562,46,Rarely,3,1,2,High,Exceeds Expectations,Single,22
No,Research,Senior Manager,89164.43035621244,51,Rarely,2,0,1,Very High,Meets Expectations,Married,3
No,Research,Senior Manager,105089.79126966614,51,Rarely,2,2,5,High,Meets Expectations,Married,6
No,Research,Director,131172.06175545076,47,Rarely,5,1,3,High,Exceptional,Divorced,8
No,Product Development,Associate,44755.597032328355,45,Rarely,6,0,5,Very High,Meets Expectations,Married,9
No,IT and Analytics,Senior Manager,86739.1470560273,47,Frequently,1,0,2,High,Exceeds Expectations,Divorced,3
No,Marketing,Director,127787.43378812184,41,Rarely,14,8,3,Low,Exceptional,Single,1
No,Research,Vice President,177264.28767321876,48,Rarely,10,8,2,Very High,Exceptional,Married,1
Yes,Product Development,Manager,80208.77100666263,57,Frequently,1,0,4,Low,Meets Expectations,Married,26
No,Sales,Director,122505.46193912807,50,Rarely,3,0,2,Very High,Exceeds Expectations,Married,6
No,Sales,Manager,62310.994711468295,47,Rarely,10,7,4,High,Exceeds Expectations,Married,3
No,Research,Director,124550.04024892149,49,Rarely,6,1,2,High,Exceptional,Married,3
No,Finance and Operations,Manager,70951.32606112848,53,Rarely,17,11,2,Very High,Exceeds Expectations,Single,6
No,Sales,Manager,79199.6070739296,51,Frequently,13,4,3,Very High,Minimally Effective,Divorced,6
No,IT and Analytics,Manager,64056.37585766977,52,Rarely,9,7,2,Medium,Meets Expectations,Married,19
No,IT and Analytics,Senior Manager,84359.46122944591,55,Rarely,3,0,5,Medium,Exceptional,Divorced,9
No,Sales,Senior Manager,89258.96702565365,48,Rarely,4,1,2,Very High,Exceptional,Single,3
Yes,Finance and Operations,Associate,38511.040561890964,58,Rarely,1,1,5,High,Not Effective,Single,10
Yes,IT and Analytics,Associate,39628.93439979171,60,Frequently,10,9,3,Low,Minimally Effective,Single,3
No,Research,Senior Manager,110367.60305035564,42,None,1,0,3,High,Exceptional,Married,3
No,IT and Analytics,Manager,67667.7389531401,56,Rarely,3,0,5,Low,Exceeds Expectations,Married,4
No,IT and Analytics,Senior Manager,109736.7674213853,45,Rarely,3,1,2,Medium,Exceeds Expectations,Married,8
No,Marketing,Senior Manager,86485.05134385252,46,Rarely,7,0,1,Very High,Meets Expectations,Single,7
No,Marketing,Senior Manager,89959.15932244417,52,Frequently,10,2,3,Very High,Exceeds Expectations,Divorced,1
No,Marketing,Senior Manager,94210.44977167394,49,Rarely,2,2,3,Medium,Exceptional,Married,2
No,Sales,Senior Manager,95230.0827687754,46,Frequently,6,0,3,Very High,Meets Expectations,Divorced,3
No,Research,Associate,43592.784000065425,46,Rarely,1,0,3,Very High,Exceeds Expectations,Single,10
No,Product Development,Director,124458.3607534525,45,Rarely,20,3,2,High,Exceeds Expectations,Married,28
No,Sales,Director,122475.9244125442,49,Rarely,8,7,2,Medium,Exceeds Expectations,Single,9
Yes,Marketing,Associate,39174.213167879476,59,Rarely,2,2,4,High,Minimally Effective,Single,3
No,IT and Analytics,Senior Manager,93366.3596262681,51,Rarely,20,11,6,High,Minimally Effective,Single,2
No,Finance and Operations,Vice President,191106.1891260075,51,Rarely,10,0,3,Very High,Meets Expectations,Single,10
Yes,Marketing,Director,122340.2480495762,57,Frequently,4,1,4,High,Minimally Effective,Married,8
No,Marketing,Senior Manager,93094.855641895,45,Rarely,9,1,3,Very High,Exceeds Expectations,Single,1
No,Product Development,Senior Manager,93574.77872392701,44,Rarely,9,0,3,Low,Meets Expectations,Married,1
No,Product Development,Manager,76165.96590366296,45,Rarely,7,7,2,Very High,Exceeds Expectations,Single,3
No,Sales,Director,115112.37859854285,51,Rarely,7,1,3,Low,Exceeds Expectations,Single,14
No,Sales,Manager,60352.686374786594,50,Frequently,18,1,7,Low,Exceeds Expectations,Married,5
No,Finance and Operations,Vice President,172340.4263364984,46,Rarely,5,1,6,High,Exceeds Expectations,Married,7
No,IT and Analytics,Associate,41876.676196283326,52,Rarely,21,12,3,Very High,Exceeds Expectations,Divorced,10
No,Sales,Senior Manager,88017.89085708484,46,Rarely,2,2,7,Low,Exceeds Expectations,Single,16
No,Research,Senior Manager,96177.8859165738,50,Frequently,9,1,3,Low,Meets Expectations,Divorced,10
No,Research,Senior Manager,78503.1624393417,47,Rarely,22,2,2,High,Meets Expectations,Married,1
No,Finance and Operations,Director,108734.68569211806,55,Rarely,2,2,3,Medium,Minimally Effective,Married,8
Yes,Sales,Associate,41989.60000216613,53,Rarely,7,3,4,Medium,Exceeds Expectations,Single,1
No,IT and Analytics,Manager,77152.53787409667,49,None,8,0,2,Low,Minimally Effective,Married,8
No,Finance and Operations,Senior Manager,91779.59414164627,52,Rarely,1,0,2,High,Meets Expectations,Single,1
No,Research,Manager,71150.95054387543,46,None,5,1,3,High,Meets Expectations,Single,24
No,IT and Analytics,Senior Manager,77840.10620728845,45,Frequently,22,11,3,High,Meets Expectations,Divorced,3
No,Marketing,Senior Manager,83281.29485056594,47,Rarely,8,7,3,Very High,Exceeds Expectations,Divorced,27
No,Sales,Senior Manager,94411.17453640404,48,Rarely,1,0,3,High,Exceeds Expectations,Single,10
Yes,Product Development,Associate,43108.367388584025,62,Frequently,2,2,6,High,Not Effective,Divorced,19
No,Marketing,Senior Manager,86695.5676120416,49,Frequently,2,2,3,Very High,Exceptional,Married,15
No,Marketing,Director,114919.79098301806,47,Rarely,5,4,2,High,Meets Expectations,Single,8
No,Sales,Senior Manager,93932.34555505236,47,Rarely,4,0,7,Low,Meets Expectations,Married,9
No,IT and Analytics,Senior Manager,75424.52193273192,50,Rarely,8,3,6,Medium,Meets Expectations,Married,3
No,Finance and Operations,Associate,37473.12533967736,51,Rarely,10,1,1,Very High,Exceeds Expectations,Married,9
